timestamp,open,high,low,close,volume
2025-09-13 12:00:00,241.93,242.55,241.31,242.44,81010.371
2025-09-13 13:00:00,242.45,243.09,237.93,240.06,282043.314
2025-09-13 14:00:00,240.06,241.08,238.59,240.35,227190.73
2025-09-13 15:00:00,240.35,240.86,238.5,239.43,143665.876
2025-09-13 16:00:00,239.43,239.69,237.33,237.52,193932.11
2025-09-13 17:00:00,237.53,238.41,235.73,237.8,207326.915
2025-09-13 18:00:00,237.8,238.86,237.15,238.42,59895.902
2025-09-13 19:00:00,238.42,239.33,238.06,238.98,69818.72
2025-09-13 20:00:00,238.98,240.39,238.84,240.23,80302.056
2025-09-13 21:00:00,240.24,241.45,239.88,240.1,85400.731
2025-09-13 22:00:00,240.11,242.04,239.99,241.89,80519.098
2025-09-13 23:00:00,241.89,243.18,241.71,242.38,156219.966
2025-09-14 00:00:00,242.38,244.09,242.2,243.5,209189.078
2025-09-14 01:00:00,243.5,246.59,242.81,245.79,286740.154
2025-09-14 02:00:00,245.79,249.2,245.75,248.68,324469.105
2025-09-14 03:00:00,248.68,249.6,246.8,246.89,218669.431
2025-09-14 04:00:00,246.89,248.01,244.5,246.24,230516.669
2025-09-14 05:00:00,246.25,248.08,246.04,247.71,90714.654
2025-09-14 06:00:00,247.72,248.4,246.24,247.05,115288.946
2025-09-14 07:00:00,247.05,247.24,245.71,246.39,103888.726
2025-09-14 08:00:00,246.4,247.1,245.88,246.42,81476.961
2025-09-14 09:00:00,246.42,247.76,246.13,247.76,96427.715
2025-09-14 10:00:00,247.75,248.09,246.98,247.67,87044.814
2025-09-14 11:00:00,247.67,247.92,245.58,246.09,112381.103
2025-09-14 12:00:00,246.1,246.77,244.69,245.26,137490.462
2025-09-14 13:00:00,245.27,245.92,243.31,243.8,235521.476
2025-09-14 14:00:00,243.79,245.1,241.53,243.24,305701.58
2025-09-14 15:00:00,243.24,244.27,241.87,243.81,180948.794
2025-09-14 16:00:00,243.81,245.84,243.43,245.16,165325.235
2025-09-14 17:00:00,245.16,248.45,244.51,247.92,225369.822
2025-09-14 18:00:00,247.93,247.96,244.66,244.66,148608.185
2025-09-14 19:00:00,244.67,245.29,242.13,242.51,217930.499
2025-09-14 20:00:00,242.5,243.47,240.99,242.45,149806.218
2025-09-14 21:00:00,242.45,244.72,240.57,244.14,152751.323
2025-09-14 22:00:00,244.15,244.29,240.79,242.99,144802.409
2025-09-14 23:00:00,242.98,242.98,239.23,239.76,144107.769
2025-09-15 00:00:00,239.75,242.16,239.66,240.68,118287.944
2025-09-15 01:00:00,240.69,241.77,239.15,241.11,113666.166
2025-09-15 02:00:00,241.12,242.76,240.34,242.1,105597.277
2025-09-15 03:00:00,242.1,243.41,242.01,242.64,108069.175
2025-09-15 04:00:00,242.65,243.51,242.04,242.83,118826.505
2025-09-15 05:00:00,242.83,243.97,242.59,243.97,80820.933
2025-09-15 06:00:00,243.96,244.0,239.59,240.31,189330.001
2025-09-15 07:00:00,240.31,241.28,236.17,237.98,322162.568
2025-09-15 08:00:00,237.98,238.11,231.77,232.07,654277.792
2025-09-15 09:00:00,232.07,235.6,231.55,235.59,336817.754
2025-09-15 10:00:00,235.58,236.84,234.02,236.18,217785.755
2025-09-15 11:00:00,236.18,236.95,235.19,236.45,242871.999
2025-09-15 12:00:00,236.46,238.16,234.42,234.8,240303.393
2025-09-15 13:00:00,234.8,237.12,234.14,235.2,295999.743
2025-09-15 14:00:00,235.2,235.64,232.72,233.44,240445.975
2025-09-15 15:00:00,233.44,234.41,231.96,233.0,343275.553
2025-09-15 16:00:00,233.0,233.66,230.74,231.39,199126.569
2025-09-15 17:00:00,231.38,233.37,230.15,233.3,189798.708
2025-09-15 18:00:00,233.29,233.6,232.22,233.24,90122.403
2025-09-15 19:00:00,233.24,234.67,231.8,233.0,200216.863
2025-09-15 20:00:00,232.99,234.47,232.78,234.34,61390.381
2025-09-15 21:00:00,234.35,235.37,233.71,235.18,84407.536
2025-09-15 22:00:00,235.18,235.34,233.7,233.94,105639.195
2025-09-15 23:00:00,233.93,234.52,233.04,234.31,74349.431
2025-09-16 00:00:00,234.32,234.7,232.87,233.8,80532.236
2025-09-16 01:00:00,233.81,235.7,233.79,233.97,171537.19
2025-09-16 02:00:00,233.97,235.05,233.83,233.87,54291.85
2025-09-16 03:00:00,233.87,235.8,233.85,235.08,100170.789
2025-09-16 04:00:00,235.09,235.25,232.97,234.49,100816.646
2025-09-16 05:00:00,234.49,236.61,234.37,236.55,160538.777
2025-09-16 06:00:00,236.56,237.03,234.75,235.87,105780.059
2025-09-16 07:00:00,235.87,236.43,235.35,235.77,72581.278
2025-09-16 08:00:00,235.77,236.93,235.12,236.1,134014.735
2025-09-16 09:00:00,236.11,236.36,234.87,235.31,71537.406
2025-09-16 10:00:00,235.3,236.0,234.77,235.25,60642.375
2025-09-16 11:00:00,235.25,235.91,234.81,235.37,91653.405
2025-09-16 12:00:00,235.36,235.89,234.45,235.26,65626.909
2025-09-16 13:00:00,235.25,235.64,231.29,233.09,244605.411
2025-09-16 14:00:00,233.08,234.35,231.26,234.14,179028.609
2025-09-16 15:00:00,234.14,238.09,233.13,237.79,315413.915
2025-09-16 16:00:00,237.79,239.27,236.24,238.25,382397.291
2025-09-16 17:00:00,238.24,240.95,237.83,238.16,278302.793
2025-09-16 18:00:00,238.15,239.08,236.85,237.64,103796.653
2025-09-16 19:00:00,237.63,238.36,237.13,237.82,78588.728
2025-09-16 20:00:00,237.82,238.4,237.32,238.29,48235.289
2025-09-16 21:00:00,238.3,238.78,237.13,238.54,65294.654
2025-09-16 22:00:00,238.54,239.03,237.2,237.92,100849.992
2025-09-16 23:00:00,237.92,238.21,236.44,236.96,115390.07
2025-09-17 00:00:00,236.96,237.05,235.48,236.23,144477.462
2025-09-17 01:00:00,236.24,236.95,235.84,236.29,75063.563
2025-09-17 02:00:00,236.3,237.85,235.84,236.33,77641.619
2025-09-17 03:00:00,236.32,236.52,233.84,234.07,144903.319
2025-09-17 04:00:00,234.07,234.72,233.44,233.73,85496.557
2025-09-17 05:00:00,233.73,235.44,233.2,235.07,210180.407
2025-09-17 06:00:00,235.07,236.71,234.78,236.09,138124.746
2025-09-17 07:00:00,236.09,238.09,235.74,237.69,140614.716
2025-09-17 08:00:00,237.69,237.73,235.06,235.87,123101.811
2025-09-17 09:00:00,235.86,236.31,235.2,235.2,52587.281
2025-09-17 10:00:00,235.2,236.38,233.66,234.16,183863.294
2025-09-17 11:00:00,234.16,234.7,233.92,234.17,65753.922
2025-09-17 12:00:00,234.18,235.29,233.96,234.78,78175.817
2025-09-17 13:00:00,234.78,235.99,234.19,235.48,133951.174
2025-09-17 14:00:00,235.48,235.93,233.56,233.96,105544.234
2025-09-17 15:00:00,233.96,235.2,233.62,233.9,124788.391
2025-09-17 16:00:00,233.9,234.74,232.27,234.07,241495.146
2025-09-17 17:00:00,234.06,237.21,232.5,232.51,353717.686
2025-09-17 18:00:00,232.65,238.42,232.23,233.67,792019.518
2025-09-17 19:00:00,233.67,239.1,233.53,238.74,379969.057
2025-09-17 20:00:00,238.74,241.24,237.61,238.01,265988.497
2025-09-17 21:00:00,238.0,240.68,236.01,240.26,190692.878
